"book_id","specification_id","value"
1565,1,"9786040339461"
1565,9,"Lớp 10"
1565,10,"Cấp 3"
1565,7,"Nhà xuất bản Giáo Dục"
1566,10,"Cấp 3"
1566,7,"Nhà xuất bản Giáo Dục"
1566,4,"Tiếng Việt"
1567,1,"9786040341785"
1567,9,"Lớp 10"
1567,10,"Cấp 3"
1567,7,"Nhà xuất bản Giáo Dục"
1567,4,"Tiếng Việt"
1568,1,"9786040341754"
1568,9,"Lớp 10"
1568,10,"Cấp 3"
1568,7,"Nhà xuất bản Giáo Dục"
1568,4,"Tiếng Việt"
1569,1,"9786040340344"
1569,9,"Lớp 11"
1569,3,"Nhà xuất bản Giáo Dục"
1570,1,"9786040340313"
1570,9,"Lớp 11"
1570,3,"Nhà xuất bản Giáo Dục"
1571,1,"9786040340337"
1571,9,"Lớp 10"
1571,10,"Cấp 3"
1571,3,"Nhà xuất bản Giáo Dục"
1571,4,"Tiếng Việt"
1572,1,"9786040340269"
1572,9,"Lớp 11"
1572,3,"Nhà xuất bản Giáo Dục"
1573,1,"9786040340320"
1573,9,"Lớp 11"
1573,3,"Nhà xuất bản Giáo Dục"
1574,1,"9786040340351"
1574,3,"Nhà xuất bản Giáo Dục"
1575,1,"9786040341808"
1575,9,"Lớp 10"
1575,10,"Cấp 3"
1575,7,"Nhà xuất bản Giáo Dục"
1575,4,"Tiếng Việt"
1576,1,"9786040341853"
1576,9,"Lớp 10"
1576,10,"Cấp 3"
1576,7,"Nhà xuất bản Giáo Dục"
1576,4,"Tiếng Việt"
1577,1,"9786040341655"
1577,9,"Lớp 10"
1577,10,"Cấp 3"
1577,3,"Nhà xuất bản Giáo Dục"
1577,4,"Tiếng Việt"
1578,1,"9786040341747"
1578,9,"Lớp 11"
1578,3,"Nhà xuất bản Giáo Dục"
1579,1,"8931805024095"
1579,10,"Mầm Non"
1579,3,"Cty TNHH TM&DV VH GD Phía Nam"
1580,1,"8935072957070"
1580,10,"Mầm Non"
1580,7,"Cty Văn Hóa Nhân Văn"
1581,1,"8931805616344"
1581,10,"Mầm Non"
1581,3,"Cty TNHH TM&DV VH GD Phía Nam"
1582,1,"8931805616351"
1582,10,"Mầm Non"
1582,3,"Cty TNHH TM&DV VH GD Phía Nam"
1583,1,"8931805616368"
1583,10,"Mầm Non"
1583,3,"Cty TNHH TM&DV VH GD Phía Nam"
1584,1,"8931805616375"
1584,10,"Mầm Non"
1584,3,"Cty TNHH TM&DV VH GD Phía Nam"
1585,1,"8935072956769"
1585,3,"Cty Văn Hóa Nhân Văn"
1586,1,"8936036312522"
1586,10,"Mầm Non"
1586,7,"Cty Giáo Dục Đức Trí"
1587,1,"8935072956943"
1587,3,"Cty Văn Hóa Nhân Văn"
1588,1,"8935072957094"
1588,3,"Cty Văn Hóa Nhân Văn"
1589,1,"8931805617051"
1589,3,"Cty TNHH TM&DV VH GD Phía Nam"
1590,1,"8936036314151"
1590,10,"Mầm Non"
1590,7,"Cty Giáo Dục Đức Trí"
1591,1,"8935236424141"
1591,10,"Mầm Non"
1591,3,"Nhà Sách Minh Thắng"
1592,1,"8935246918562"
1592,10,"Mầm Non"
1592,3,"MCBooks"
1593,1,"8935072956936"
1593,3,"Cty Văn Hóa Nhân Văn"
1594,1,"8935246918579"
1594,10,"Mầm Non"
1594,3,"MCBooks"
1594,4,"Tiếng Việt"
1595,1,"8935072956967"
1595,3,"Cty Văn Hóa Nhân Văn"
1596,1,"8935072957001"
1596,3,"Cty Văn Hóa Nhân Văn"
1597,1,"8935072957049"
1597,3,"Cty Văn Hóa Nhân Văn"
1598,1,"8931805616689"
1598,3,"Cty TNHH TM&DV VH GD Phía Nam"
1599,1,"8931805616962"
1599,3,"Cty TNHH TM&DV VH GD Phía Nam"
1600,1,"9786043967197"
1600,3,"CÔNG TY TNHH SÁCH VÀ THIẾT BỊ GIÁO DỤC ID"
1601,1,"8931805617037"
1601,3,"Cty TNHH TM&DV VH GD Phía Nam"
1602,1,"9786044806761"
1602,3,"Cty CP MTV Hà Nội"
1602,4,"Tiếng Việt"
1603,1,"8935309505296"
1603,3,"Alpha Books"
1603,6,"Hiếu Thủy, Thu Hiền, Hoàng Lan, Kim Phượng"
1603,4,"Tiếng Việt"
1604,1,"9786040311856"
1604,3,"Nhà xuất bản Giáo Dục"
1604,4,"Tiếng Việt"
1605,1,"8935095613083"
1605,3,"Huy Hoang Bookstore"
1606,1,"8935092547688"
1606,9,"Lớp 8"
1606,10,"Cấp 2"
1606,7,"Cty Văn Hóa Khang Việt"
1607,1,"9786045898314"
1607,7,"Cty Nhân Trí Việt"
1608,1,"9786049916052"
1608,3,"Cengage"
1608,4,"Tiếng Việt"
1609,1,"8935276449012"
1609,3,"Bình Tây"
1610,1,"8935092557496"
1610,9,"Lớp 3"
1610,10,"Cấp 1"
1610,7,"Cty Văn Hóa Khang Việt"
1611,1,"8935092553856"
1611,9,"Lớp 7"
1611,10,"Cấp 2"
1611,7,"Cty Văn Hóa Khang Việt"
1611,4,"Tiếng Việt"
1612,1,"9786040248299"
1612,9,"Lớp 8"
1612,10,"Cấp 2"
1612,7,"Cty Phương Nam"
1613,1,"9786040248350"
1613,9,"Lớp 9"
1613,10,"Cấp 2"
1613,7,"Cty Phương Nam"
1614,1,"8935092557502"
1614,7,"Cty Văn Hóa Khang Việt"
1615,1,"9786049873058"
1615,3,"Bình Tây"
1615,4,"Tiếng Việt"
1616,1,"9786047391066"
1616,9,"Lớp 6"
1616,10,"Cấp 2"
1616,7,"Cty Đầu Tư & Phát Triển Giáo Dục Sài Gòn"
1617,1,"9786040361240"
1617,9,"Lớp 9"
1617,10,"Cấp 2"
1617,3,"Cty Phương Nam"
1618,1,"1127010006330"
1618,7,"Cty Nhân Trí Việt"
1618,4,"Tiếng Việt"
1619,1,"9786047933839"
1619,3,"Cty Văn Hóa HN"
1620,1,"9786047936632"
1620,3,"Cty Văn Hóa HN"
1621,1,"9786044084879"
1621,3,"CÔNG TY CỔ PHẦN SBOOKS"
1621,4,"Tiếng Việt"
1622,1,"8935075959187"
1622,3,"Cty Tri Thức Văn Hóa Sách VN"
1623,1,"8935212370189"
1623,3,"Đinh Tị"
1623,6,"Diệp Châu"
1624,1,"8935235226272"
1624,3,"Nhã Nam"
1624,6,"Lê Chu Cầu"
1625,1,"8935235234338"
1625,3,"Nhã Nam"
1626,1,"8934974182375"
1626,3,"NXB Trẻ"
1626,6,"Hoàng Anh"
1626,4,"Tiếng Việt"
1627,1,"8935235228351"
1627,3,"Nhã Nam"
1627,6,"Nguyễn Bích Lan, Tô Yến Ly"
1628,1,"8935095631537"
1628,3,"Huy Hoang Bookstore"
1628,6,"Bảo Lam Anh"
1629,1,"8936213491613"
1629,3,"CÔNG TY CỔ PHẦN VĂN HÓA VÀ TRUYỀN THÔNG LINH LAN"
1629,6,"Lục Bích"
1629,4,"Tiếng Việt"
1630,1,"8935244843545"
1630,3,"Nhà Xuất Bản Kim Đồng"
1631,1,"3300000055404"
1631,3,"Nhã Nam"
1631,6,"Trần Khánh Nguyên"
1631,4,"Tiếng Việt"
1631,5,"2025-08-10 08:00:00"
1632,1,"8935212370042"
1632,3,"Đinh Tị"
1632,6,"Đỗ Sơn Ca"
1632,4,"Tiếng Việt"
1633,1,"9786043651591"
1633,3,"CÔNG TY CỔ PHẦN SBOOKS"
1633,4,"Tiếng Việt"
1634,1,"8934974180098"
1634,3,"NXB Trẻ"
1635,1,"8935279173631"
1635,3,"Alpha Books"
1635,4,"Tiếng Việt"
1636,1,"8934974176213"
1636,3,"NXB Trẻ"
1636,4,"Tiếng Việt"
1637,1,"8935352614570"
1637,3,"Nhà Xuất Bản Kim Đồng"
1637,6,"Thu Hằng"
1637,4,"Tiếng Việt"
1638,1,"8935212365994"
1638,3,"Đinh Tị"
1638,6,"Dạ Thảo"
1639,1,"8935235241848"
1639,3,"Nhã Nam"
1639,6,"Trương Thùy Lan"
1640,1,"9786042262958"
1640,3,"Nhà Xuất Bản Kim Đồng"
1640,6,"Thu Hằng"
1640,4,"Tiếng Việt"
1641,1,"8935235244177"
1641,3,"Nhã Nam"
1641,6,"Phương Nam"
1642,1,"8935325030260-qt"
1642,3,"AZ Việt Nam"
1642,6,"Giang Hạ"
1642,4,"Tiếng Việt"
1643,1,"8934974201786"
1643,3,"NXB Trẻ"
1643,6,"Sao Mai"
1643,4,"Tiếng Việt"
1644,1,"8934974206378"
1644,3,"NXB Trẻ"
1644,4,"Tiếng Việt"
1645,1,"8932000134749"
1645,3,"Cty Bán Lẻ Phương Nam"
1645,4,"Tiếng Việt"
1646,1,"8935325015984"
1646,3,"Skybooks"
1646,4,"Tiếng Việt"
1647,1,"8935325029950"
1647,3,"AZ Việt Nam"
1647,4,"Tiếng Việt"
1648,1,"8935325011559"
1648,3,"AZ Việt Nam"
1648,4,"Tiếng Việt"
1649,1,"9786044059761"
1649,3,"Công Ty Cổ Phần Time Books"
1649,4,"Tiếng Việt"
1650,1,"8935325025266"
1650,3,"AZ Việt Nam"
1650,6,"Losedow"
1650,4,"Tiếng Việt"
1651,1,"9786326042023"
1651,3,"Công Ty Cổ Phần Time Books"
1652,1,"9786042247283"
1652,2,"11 - 15"
1652,3,"Nhà Xuất Bản Kim Đồng"
1652,4,"Tiếng Việt"
1653,1,"8935325011047"
1653,3,"AZ Việt Nam"
1653,4,"Tiếng Việt"
1654,1,"8935325019395"
1654,3,"AZ Việt Nam"
1654,4,"Tiếng Việt"
1655,1,"8936067604832"
1655,3,"Minh Long"
1656,1,"8935325023583"
1656,3,"Skybooks"
1656,4,"Tiếng Việt"
1656,5,"2024-10-18 14:00:00"
1657,1,"8934974207917"
1657,3,"NXB Trẻ"
1658,1,"8936117740077"
1658,3,"ZGROUP"
1659,1,"combo-8935325011559-8935325011818"
1659,3,"AZ Việt Nam"
1659,6,"Nguyệt Lạc"
1660,1,"8935325027482"
1660,3,"AZ Việt Nam"
1660,6,"Minh Thùy"
1660,4,"Tiếng Việt"
1661,1,"9786044011912"
1661,3,"Công Ty Cổ Phần Time Books"
1661,6,"Hàn Vũ Phi"
1661,4,"Tiếng Việt"
1662,1,"8934974175346"
1662,3,"NXB Trẻ"
1662,4,"Tiếng Việt"
1663,1,"8934974204305"
1663,3,"NXB Trẻ"
1663,4,"Tiếng Việt"
1664,1,"9786043931754"
1665,1,"8934974210771"
1665,3,"NXB Trẻ"
1666,1,"9786047789955"
1666,3,"CÔNG TY TNHH VIETMD.NET"
1667,1,"8935325025006"
1667,3,"AZ Việt Nam"
1667,6,"Quỳnh Nhi"
1667,4,"Tiếng Việt"
1668,1,"8935325014369"
1668,3,"Skybooks"
1668,4,"Tiếng Việt"
1669,1,"8935325029271"
1669,3,"AZ Việt Nam"
1669,4,"Tiếng Việt"
1670,1,"8935325024108"
1670,3,"AZ Việt Nam"
1670,4,"Tiếng Việt"
1671,1,"9786048478513"
1671,4,"Tiếng Việt"
1672,1,"9786045652695"
1672,3,"Phụ Nữ"
1673,1,"9786044034782"
1673,3,"Công Ty Cổ Phần Time Books"
1673,4,"Tiếng Việt"
1674,1,"8935235229365"
1674,3,"Nhã Nam"
1675,1,"9786326100167"
1675,3,"Công Ty Cổ Phần Time Books"
1675,4,"Tiếng Việt"
1676,1,"8935325015946"
1676,3,"AZ Việt Nam"
1676,4,"Tiếng Việt"
1677,1,"9786043315516"
1677,3,"Công Ty Cổ Phần Time Books"
1677,4,"Tiếng Việt"
1678,1,"8935325023477"
1678,3,"AZ Việt Nam"
1678,6,"Tử Khâm"
1678,4,"Tiếng Việt"
1679,1,"8934974178279"
1679,3,"NXB Trẻ"
1680,1,"9786043079517"
1680,3,"Cty Văn Hóa & Truyền Thông Trí Việt."
1681,1,"9786043867237"
1682,1,"9786044161884"
1682,4,"Tiếng Việt"
1683,1,"8934974163213"
1683,3,"NXB Trẻ"
1684,1,"8935325022555"
1684,3,"Skybooks"
1684,4,"Tiếng Việt"
1684,5,"2024-08-28 08:00:00"
1685,1,"9786326065275"
1685,3,"Cty Văn Hóa & Truyền Thông Trí Việt."
1686,1,"8934974147886"
1686,3,"NXB Trẻ"
1687,1,"combo-8935325011559-8935325015984"
1687,3,"AZ Việt Nam"
1688,1,"9786044725901"
1688,3,"Công Ty Cổ Phần Time Books"
1688,4,"Tiếng Việt"
1689,1,"8934974164449"
1689,3,"NXB Trẻ"
1690,1,"8935235232006"
1690,3,"Nhã Nam"
1690,6,"Trần Trọng Hải Minh"
1690,4,"Tiếng Việt"
1691,1,"8934974161226"
1691,3,"NXB Trẻ"
1692,1,"9786042251754"
1692,2,"18+"
1692,3,"Nhà Xuất Bản Kim Đồng"
1692,6,"Hoàng Ly"
1692,4,"Tiếng Việt"
1693,1,"8935280919853-qt"
1693,3,"Thái Hà"
1693,6,"Sinh tố, Dương Gia Thịnh"
1693,4,"Tiếng Việt"
1693,5,"2025-08-20 08:00:00"
1694,1,"8935250717175"
1694,3,"IPM"
1694,6,"Mỹ Trinh"
1694,4,"Tiếng Việt"
1694,5,"2025-08-01 12:00:00"
1695,1,"8935244899184"
1695,2,"13+"
1695,3,"Nhà Xuất Bản Kim Đồng"
1695,6,"Nguyễn Phương Bảo Châu"
1695,4,"Tiếng Việt"
1696,1,"8935250715621"
1696,3,"IPM"
1696,6,"Nhật Tuyến"
1696,4,"Tiếng Việt"
1696,5,"2024-12-15 12:00:00"
1697,1,"8935352620311-khongqua"
1697,2,"18+"
1697,3,"Nhà Xuất Bản Kim Đồng"
1697,6,"Hoàng Ly"
1697,4,"Tiếng Việt"
1697,5,"2025-01-15 12:00:00"
1698,1,"8935352621714"
1698,2,"16+"
1698,3,"Nhà Xuất Bản Kim Đồng"
1698,6,"Thế Đăng"
1698,4,"Tiếng Việt"
1698,5,"2025-07-07 11:00:00"
1699,1,"8935244880434"
1699,2,"18+"
1699,3,"Nhà Xuất Bản Kim Đồng"
1699,6,"Trân Trân"
1699,4,"Tiếng Việt"
1700,1,"8935325029813"
1700,3,"FUJIBOOKS"
1700,6,"Roku"
1700,4,"Tiếng Việt"
1700,5,"2025-07-31 12:00:00"
1701,1,"8935250716291"
1701,3,"IPM"
1701,6,"Nhật Tuyến"
1701,4,"Tiếng Việt"
1701,5,"2025-04-21 12:00:00"
1702,1,"8935250716178"
1702,3,"IPM"
1702,6,"Hoàng Vân"
1702,4,"Tiếng Việt"
1703,1,"8935244891720"
1703,2,"18+"
1703,3,"Nhà Xuất Bản Kim Đồng"
1703,6,"Trân Trân"
1703,4,"Tiếng Việt"
1704,1,"8935244872972"
1704,2,"18+"
1704,3,"Nhà Xuất Bản Kim Đồng"
1704,6,"Trân Trân"
1704,4,"Tiếng Việt"
1705,1,"8935244867312"
1705,2,"18+"
1705,3,"Nhà Xuất Bản Kim Đồng"
1705,6,"Không Chán"
1705,4,"Tiếng Việt"
1706,1,"8935244856248"
1706,2,"16+"
1706,3,"Nhà Xuất Bản Kim Đồng"
1706,4,"Tiếng Việt"
1706,12,"Action"
1707,1,"8935244876970"
1707,2,"18+"
1707,3,"Nhà Xuất Bản Kim Đồng"
1707,6,"Trân Trân"
1707,4,"Tiếng Việt"
1708,1,"8935250713351"
1708,3,"IPM"
1708,6,"Duy Long"
1708,4,"Tiếng Việt"
1708,5,"2024-06-29 12:00:00"
1709,1,"8935250713139"
1709,3,"IPM"
1709,6,"Thảo Nguyên"
1709,4,"Tiếng Việt"
1709,12,"Action"
1709,5,"2024-08-30 12:00:00"
1710,1,"8935244895940"
1710,2,"18+"
1710,3,"Nhà Xuất Bản Kim Đồng"
1710,6,"Trân Trân"
1710,4,"Tiếng Việt"
1711,1,"8935352602645"
1711,2,"18+"
1711,3,"Nhà Xuất Bản Kim Đồng"
1711,6,"Trân Trân"
1711,4,"Tiếng Việt"
1712,1,"8935244867299"
1712,2,"18+"
1712,3,"Nhà Xuất Bản Kim Đồng"
1712,6,"Hoàng Ly"
1712,4,"Tiếng Việt"
1713,1,"9786326044539"
1713,3,"Công Ty Cổ Phần Time Books"
1713,4,"Tiếng Việt"
1714,1,"8934974174240"
1714,3,"NXB Trẻ"
1714,6,"Việt Hà"
1715,1,"8935325027437"
1715,2,"18+"
1715,3,"AZ Việt Nam"
1715,4,"Tiếng Việt"
1716,1,"8936230473050"
1716,3,"1980 Books"
1716,6,"Rei"
1716,4,"Tiếng Việt"
1717,1,"8935235220508"
1717,3,"Nhã Nam"
1717,6,"Phạm Hồng Anh"
1718,1,"9786043727562"
1718,3,"Công Ty Cổ Phần Time Books"
1718,6,"Mỹ Linh"
1718,4,"Tiếng Việt"
1719,1,"8936067604672"
1719,3,"Minh Long"
1720,1,"8935095633203-bq"
1720,3,"Huy Hoang Bookstore"
1720,6,"Nhiều Dịch Giả"
1721,1,"8935095633173"
1721,3,"Huy Hoang Bookstore"
1721,6,"Nhiều Dịch Giả"
1721,4,"Tiếng Việt"
1722,1,"8935325023156"
1722,3,"AZ Việt Nam"
1722,6,"Linh Tử"
1722,4,"Tiếng Việt"
1723,1,"8934974210061"
1723,3,"NXB Trẻ"
1723,6,"Mai Trúc"
1724,1,"8935095633432"
1724,3,"Huy Hoang Bookstore"
1724,6,"Trần Phương Hằng"
1724,4,"Tiếng Việt"
1725,1,"8935235240902"
1725,3,"Nhã Nam"
1725,6,"Trương Thùy Lan"
1725,4,"Tiếng Việt"
1726,1,"8935244862270"
1726,3,"Nhà Xuất Bản Kim Đồng"
1726,6,"Phiêu"
1727,1,"8935325020780"
1727,3,"AZ Việt Nam"
1727,6,"Nghĩa Ngoại Ngữ"
1727,4,"Tiếng Việt"
1728,1,"8935235245143"
1728,3,"Nhã Nam"
1728,6,"Vĩ Thanh"
1729,1,"8935325024771"
1729,3,"AZ Việt Nam"
1729,6,"Ngọc Châu"
1729,4,"Tiếng Việt"
1729,5,"2024-12-23 12:00:00"
1730,1,"8935325029295"
1730,3,"AZ Việt Nam"
1730,6,"Gen Kun"
1730,4,"Tiếng Việt"
1731,1,"8934974177081"
1731,3,"NXB Trẻ"
1731,6,"Tuấn Việt"
1732,1,"8935235234130"
1732,3,"Nhã Nam"
1732,6,"Miel G"
1733,1,"8935235231283"
1733,3,"Nhã Nam"
1733,6,"Lê Chu Cầu"
1734,1,"8935235215306"
1734,3,"Nhã Nam"
1734,6,"Phúc Chi Nhi"
1735,1,"8935095633982"
1735,3,"Huy Hoang Bookstore"
1735,6,"Như Phong"
1735,4,"Tiếng Việt"
1736,1,"8935212362139"
1736,3,"Đinh Tị"
1736,4,"Tiếng Việt"
1737,1,"8935095633104"
1737,3,"Huy Hoang Bookstore"
1737,6,"Nguyễn Việt Hải"
1737,4,"Tiếng Việt"
1738,1,"8935236432832"
1738,3,"Nhà Sách Minh Thắng"
1738,6,"Vũ Văn Thành"
1739,1,"9786048093099"
1740,1,"8935095633210"
1740,3,"Huy Hoang Bookstore"
1740,6,"Nguyễn Việt Hải"
1740,4,"Tiếng Việt"
1741,1,"8935095633869"
1741,3,"Huy Hoang Bookstore"
1741,6,"Trần Anh Kim"
1741,4,"Tiếng Việt"
1742,1,"8935095631520"
1742,3,"Huy Hoang Bookstore"
1742,6,"Như Phong"
1743,1,"8935095633272"
1743,3,"Huy Hoang Bookstore"
1743,6,"Nguyễn Văn Khỏa"
1743,4,"Tiếng Việt"
1744,1,"8935095633647"
1744,3,"Huy Hoang Bookstore"
1744,6,"Đỗ Ca Sơn"
1744,4,"Tiếng Việt"
1745,1,"8935095633623"
1745,3,"Huy Hoang Bookstore"
1745,6,"Phan Hồng Giang"
1745,4,"Tiếng Việt"
1746,1,"8935235241831"
1746,3,"Nhã Nam"
1746,6,"Huỳnh Kim Oanh, Phạm Viêm Phương"
1747,1,"8936065773332"
1747,3,"CÔNG TY TNHH IN THƯƠNG MẠI TUẤN VIỆT"
1747,6,"Huỳnh Lý"
1747,4,"Tiếng Việt"
1748,1,"8935212353670"
1748,3,"Đinh Tị"
1748,6,"Lê Việt Dũng"
1748,4,"Tiếng Việt"
1749,1,"8935235240292"
1749,3,"Nhã Nam"
1749,6,"Nguyễn Trung Đức, Phạm Đình Lợi, Nguyễn Quốc Dũng"
1750,1,"8935280916883"
1750,3,"Thái Hà"
1750,6,"Tâm An"
1750,4,"Tiếng Việt"
1751,1,"8935325022258"
1751,3,"AZ Việt Nam"
1751,6,"Huệ"
1751,4,"Tiếng Việt"
1752,1,"8936071677860"
1752,3,"Đông A"
1752,6,"Nguyễn Hữu Dũng"
1752,4,"Tiếng Việt"
1753,1,"8935236434409"
1753,3,"Nhà Sách Minh Thắng"
1753,6,"Mạnh Chương"
1754,1,"9786043723939"
1754,3,"Cty Văn Hóa & Truyền Thông Trí Việt."
1754,6,"Nhiều Dịch Giả"
1755,1,"9786044037783"
1755,3,"Công ty TNHH Sách Hà Giang"
1755,6,"Nguyễn Thúy Loan"
1755,4,"Song Ngữ Anh - Việt"
1756,1,"8935352629895"
1756,2,"11 - 15"
1756,3,"Nhà Xuất Bản Kim Đồng"
1756,4,"Tiếng Việt"
1757,1,"8934974187660"
1757,3,"NXB Trẻ"
1757,6,"Nhiều Dịch Giả"
1757,4,"Tiếng Việt"
1758,1,"8935343700657"
1758,6,"Huỳnh Lý"
1759,1,"9786326102871"
1759,4,"Tiếng Việt"
1760,1,"8934974179672"
1760,3,"NXB Trẻ"
1761,1,"9786044151243"
1761,3,"Công Ty Cổ Phần Time Books"
1761,4,"Tiếng Việt"
1762,1,"8935212358279"
1762,3,"Đinh Tị"
1762,4,"Tiếng Việt"
1763,1,"8934974182290"
1763,3,"NXB Trẻ"
1764,1,"8934974185116-bq"
1764,3,"NXB Trẻ"
1764,6,"Lý Lan"
1765,1,"8936213491224"
1765,3,"CÔNG TY CỔ PHẦN VĂN HÓA VÀ TRUYỀN THÔNG LINH LAN"
1766,1,"8936117744600"
1766,3,"ZGROUP"
1766,6,"Lê Sông"
1766,4,"Tiếng Việt"
1767,1,"8934974203018-bq"
1767,3,"NXB Trẻ"
1767,6,"Lý Lan, Hương Lan"
1767,4,"Tiếng Việt"
1768,1,"8935325029646"
1768,3,"Skybooks"
1768,4,"Tiếng Việt"
1768,5,"2025-07-29 08:00:00"
1769,1,"9786043930573"
1769,3,"Bách Việt"
1769,6,"Nguyễn Quang Huy"
1770,1,"8935325024955"
1770,3,"AZ Việt Nam"
1770,6,"Nguyễn Nhiên"
1770,4,"Tiếng Việt"
1771,1,"8935235221062"
1771,3,"Nhã Nam"
1771,6,"Lục Hương"
1772,1,"9786044904917"
1773,1,"8935235230309"
1773,3,"Nhã Nam"
1773,6,"Lục Hương"
1774,1,"8934974179641"
1774,3,"NXB Trẻ"
1775,1,"8934974180555"
1775,3,"NXB Trẻ"
1776,1,"8934974169673"
1776,3,"NXB Trẻ"
1776,6,"Hồng Quyên"
1776,4,"Tiếng Việt"
1777,1,"8934974203018-bq"
1777,3,"NXB Trẻ"
1777,6,"Lý Lan, Hương Lan"
1777,4,"Tiếng Việt"
1778,1,"9786044913322"
1778,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
1778,6,"Lệ Hằng"
1778,4,"Tiếng Việt"
1779,1,"8934974146094"
1779,3,"NXB Trẻ"
1779,6,"Lý Lan"
1780,1,"3300000052861"
1780,4,"Tiếng Việt"
1781,1,"combo-1907202300"
1781,3,"Nhã Nam"
1781,6,"Lục Hương"
1782,1,"8935095632053"
1782,3,"Huy Hoang Bookstore"
1783,1,"8936067606294"
1783,3,"Minh Long"
1784,1,"8935236431767"
1784,3,"Nhà Sách Minh Thắng"
1784,4,"Tiếng Việt"
1785,1,"8935343701210"
1786,1,"9786326067200"
1786,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
1786,6,"Nguyễn Tuấn Bình"
1787,1,"8935236434539"
1787,3,"Nhà Sách Minh Thắng"
1788,1,"8935095633937"
1788,3,"Huy Hoang Bookstore"
1788,4,"Tiếng Việt"
1789,1,"8935244834499"
1789,3,"Nhà Xuất Bản Kim Đồng"
1790,1,"8935343700930"
1791,1,"8935325004469"
1791,3,"Skybooks"
1791,4,"Tiếng Việt"
1792,1,"8935088555710"
1792,3,"Cty Văn Hóa Minh Lâm"
1793,1,"8935095632374"
1793,3,"Huy Hoang Bookstore"
1794,1,"8935095633753"
1794,3,"Huy Hoang Bookstore"
1794,4,"Tiếng Việt"
1795,1,"8935343701203"
1796,1,"8935236431934"
1796,3,"Nhà Sách Minh Thắng"
1797,1,"8935095633586"
1797,3,"Huy Hoang Bookstore"
1797,4,"Tiếng Việt"
1798,1,"8935244837940"
1798,3,"Nhà Xuất Bản Kim Đồng"
1798,4,"Tiếng Việt"
1799,1,"8935244837957"
1799,3,"Nhà Xuất Bản Kim Đồng"
1800,1,"8935343700923"
1801,1,"8938536458441"
1801,3,"CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG THẢO NGUYÊN"
1802,1,"8935352605066"
1802,3,"Nhà Xuất Bản Kim Đồng"
1802,4,"Tiếng Việt"
1803,1,"8935236425216"
1803,3,"Nhà Sách Minh Thắng"
1803,4,"Tiếng Việt"
1804,1,"8935230000204"
1804,3,"Cty Văn Hóa & Truyền Thông Trí Việt."
1805,1,"8935095633364"
1805,3,"Huy Hoang Bookstore"
1805,4,"Tiếng Việt"
1806,1,"8935212349208"
1806,3,"Đinh Tị"
1806,6,"Greenrosetq"
1806,4,"Tiếng Việt"
1807,1,"8935212348904"
1807,3,"Đinh Tị"
1807,6,"Cẩm Ninh"
1807,4,"Tiếng Việt"
1808,1,"8935212349215"
1808,3,"Đinh Tị"
1808,6,"Hà Giang"
1809,1,"8935212362023"
1809,3,"Đinh Tị"
1809,6,"Vương Thanh Tâm"
1810,1,"8935212368834"
1810,3,"Đinh Tị"
1810,6,"Vải Thiều"
1810,4,"Tiếng Việt"
1811,1,"8936117741869"
1811,3,"ZGROUP"
1811,6,"Lục Bích"
1812,1,"8936117741708"
1812,3,"ZGROUP"
1812,6,"Lục Bích"
1813,1,"8935212358231"
1813,3,"Đinh Tị"
1813,6,"Nguyễn Thị Thại"
1814,1,"8935212348539"
1814,3,"Đinh Tị"
1815,1,"8935212366946"
1815,3,"Đinh Tị"
1815,6,"Greenrosetq"
1815,4,"Tiếng Trung"
1816,1,"8935325027758-qt"
1816,3,"AZ Việt Nam"
1816,6,"Tử Khâm"
1816,4,"Tiếng Việt"
1817,1,"8936117742651"
1817,3,"ZGROUP"
1817,6,"Lục Bích"
1818,1,"8935212368209"
1818,3,"Đinh Tị"
1818,6,"Bình Nguyên"
1819,1,"8935212348942"
1819,3,"Đinh Tị"
1820,1,"8936229391037"
1820,3,"Công Ty Cổ Phần Waka"
1820,6,"5CE"
1820,4,"Tiếng Việt"
1821,1,"8936229391044"
1821,3,"Công Ty Cổ Phần Waka"
1821,6,"5CE"
1821,4,"Tiếng Việt"
1822,1,"8935212358699"
1822,3,"Đinh Tị"
1822,6,"Hà Giang"
1823,1,"8935212366892"
1823,3,"Đinh Tị"
1823,6,"Lưu Vân"
1824,1,"9786043205329"
1824,3,"Công Ty Cổ Phần Waka"
1824,6,"5CE"
1825,1,"8935212348546"
1825,3,"Đinh Tị"
1825,4,"Tiếng Việt"
1826,1,"9786042392440"
1826,3,"Nhà Xuất Bản Kim Đồng"
1826,4,"Tiếng Việt"
1827,1,"9786326041620"
1828,1,"9786326107272"
1828,3,"Phụ Nữ"
1829,1,"8935270705176"
1829,3,"Alpha Books"
1829,4,"Tiếng Việt"
1830,1,"9786042284721"
1830,3,"Nhà Xuất Bản Kim Đồng"
1830,4,"Tiếng Việt"
1831,1,"8935236430906"
1831,3,"Nhà Sách Minh Thắng"
1832,1,"9786042251464"
1832,2,"15 - 18"
1832,3,"Nhà Xuất Bản Kim Đồng"
1832,4,"Tiếng Việt"
