"id","code","name","district_id"
395,"10042","Xã Ngọc Hòa",25
396,"10045","Xã Thủy Xuân Tiên",25
397,"10048","Xã Thanh Bình",25
398,"10051","Xã Trung Hòa",25
399,"10054","Xã Đại Yên",25
400,"10057","Xã Thụy Hương",25
401,"10060","Xã Tốt Động",25
402,"10063","Xã Lam Điền",25
403,"10066","Xã Tân Tiến",25
404,"10069","Xã Nam Phương Tiến",25
405,"10072","Xã Hợp Đồng",25
406,"10075","Xã Hoàng Văn Thụ",25
407,"10078","Xã Hoàng Diệu",25
408,"10081","Xã Hữu Văn",25
409,"10084","Xã Quảng Bị",25
410,"10087","Xã Mỹ Lương",25
411,"10090","Xã Thượng Vực",25
412,"10096","Xã Hồng Phú",25
413,"10099","Xã Trần Phú",25
414,"10102","Xã Văn Võ",25
415,"10105","Xã Đồng Lạc",25
416,"10108","Xã Hòa Phú",25
417,"10114","Thị trấn Kim Bài",26
418,"10120","Xã Cự Khê",26
419,"10126","Xã Bích Hòa",26
