"id","code","name","province_id"
150,"199","Huyện Tiên Yên",14
151,"200","Huyện Đầm Hà",14
152,"201","Huyện Hải Hà",14
153,"202","Huyện Ba Chẽ",14
154,"203","Huyện Vân Đồn",14
155,"205","Thành phố Đông Triều",14
156,"206","Thị xã Quảng Yên",14
157,"207","Huyện Cô Tô",14
158,"213","Thành phố Bắc Giang",15
159,"215","Huyện Yên Thế",15
160,"216","Huyện Tân Yên",15
161,"217","Huyện Lạng Giang",15
162,"218","Huyện Lục Nam",15
163,"219","Huyện Lục Ngạn",15
164,"220","Huyện Sơn Động",15
165,"222","Thị Xã Việt Yên",15
166,"223","Huyện Hiệp Hòa",15
167,"224","Thị xã Chũ",15
168,"227","Thành phố Việt Trì",16
169,"228","Thị xã Phú Thọ",16
170,"230","Huyện Đoan Hùng",16
171,"231","Huyện Hạ Hoà",16
172,"232","Huyện Thanh Ba",16
173,"233","Huyện Phù Ninh",16
174,"234","Huyện Yên Lập",16
175,"235","Huyện Cẩm Khê",16
176,"236","Huyện Tam Nông",16
177,"237","Huyện Lâm Thao",16
178,"238","Huyện Thanh Sơn",16
179,"239","Huyện Thanh Thuỷ",16
180,"240","Huyện Tân Sơn",16
181,"243","Thành phố Vĩnh Yên",17
182,"244","Thành phố Phúc Yên",17
183,"246","Huyện Lập Thạch",17
184,"247","Huyện Tam Dương",17
185,"248","Huyện Tam Đảo",17
186,"249","Huyện Bình Xuyên",17
187,"251","Huyện Yên Lạc",17
188,"252","Huyện Vĩnh Tường",17
189,"253","Huyện Sông Lô",17
190,"256","Thành phố Bắc Ninh",18
191,"258","Huyện Yên Phong",18
192,"259","Thị xã Quế Võ",18
193,"260","Huyện Tiên Du",18
194,"261","Thành phố Từ Sơn",18
195,"262","Thị xã Thuận Thành",18
196,"263","Huyện Gia Bình",18
197,"264","Huyện Lương Tài",18
198,"288","Thành phố Hải Dương",19
199,"290","Thành phố Chí Linh",19
200,"291","Huyện Nam Sách",19
201,"292","Thị xã Kinh Môn",19
202,"293","Huyện Kim Thành",19
203,"294","Huyện Thanh Hà",19
204,"295","Huyện Cẩm Giàng",19
205,"296","Huyện Bình Giang",19
206,"297","Huyện Gia Lộc",19
207,"298","Huyện Tứ Kỳ",19
208,"299","Huyện Ninh Giang",19
209,"300","Huyện Thanh Miện",19
210,"303","Quận Hồng Bàng",20
211,"304","Quận Ngô Quyền",20
212,"305","Quận Lê Chân",20
213,"306","Quận Hải An",20
214,"307","Quận Kiến An",20
215,"308","Quận Đồ Sơn",20
216,"309","Quận Dương Kinh",20
217,"311","Thành phố Thuỷ Nguyên",20
218,"312","Quận An Dương",20
219,"313","Huyện An Lão",20
220,"314","Huyện Kiến Thuỵ",20
221,"315","Huyện Tiên Lãng",20
222,"316","Huyện Vĩnh Bảo",20
223,"317","Huyện Cát Hải",20
224,"318","Huyện Bạch Long Vĩ",20
225,"323","Thành phố Hưng Yên",21
226,"325","Huyện Văn Lâm",21
227,"326","Huyện Văn Giang",21
228,"327","Huyện Yên Mỹ",21
229,"328","Thị xã Mỹ Hào",21
230,"329","Huyện Ân Thi",21
231,"330","Huyện Khoái Châu",21
232,"331","Huyện Kim Động",21
233,"332","Huyện Tiên Lữ",21
234,"333","Huyện Phù Cừ",21
235,"336","Thành phố Thái Bình",22
236,"338","Huyện Quỳnh Phụ",22
237,"339","Huyện Hưng Hà",22
238,"340","Huyện Đông Hưng",22
239,"341","Huyện Thái Thụy",22
240,"342","Huyện Tiền Hải",22
241,"343","Huyện Kiến Xương",22
242,"344","Huyện Vũ Thư",22
243,"347","Thành phố Phủ Lý",23
244,"349","Thị xã Duy Tiên",23
245,"350","Thị xã Kim Bảng",23
246,"351","Huyện Thanh Liêm",23
247,"352","Huyện Bình Lục",23
248,"353","Huyện Lý Nhân",23
249,"356","Thành phố Nam Định",24
250,"359","Huyện Vụ Bản",24
251,"360","Huyện Ý Yên",24
252,"361","Huyện Nghĩa Hưng",24
253,"362","Huyện Nam Trực",24
254,"363","Huyện Trực Ninh",24
255,"364","Huyện Xuân Trường",24
256,"365","Huyện Giao Thủy",24
257,"366","Huyện Hải Hậu",24
258,"370","Thành phố Tam Điệp",25
259,"372","Huyện Nho Quan",25
260,"373","Huyện Gia Viễn",25
261,"374","Thành phố Hoa Lư",25
262,"375","Huyện Yên Khánh",25
263,"376","Huyện Kim Sơn",25
264,"377","Huyện Yên Mô",25
265,"380","Thành phố Thanh Hóa",26
266,"381","Thị xã Bỉm Sơn",26
267,"382","Thành phố Sầm Sơn",26
268,"384","Huyện Mường Lát",26
269,"385","Huyện Quan Hóa",26
270,"386","Huyện Bá Thước",26
271,"387","Huyện Quan Sơn",26
272,"388","Huyện Lang Chánh",26
273,"389","Huyện Ngọc Lặc",26
274,"390","Huyện Cẩm Thủy",26
275,"391","Huyện Thạch Thành",26
276,"392","Huyện Hà Trung",26
277,"393","Huyện Vĩnh Lộc",26
278,"394","Huyện Yên Định",26
279,"395","Huyện Thọ Xuân",26
280,"396","Huyện Thường Xuân",26
281,"397","Huyện Triệu Sơn",26
282,"398","Huyện Thiệu Hóa",26
283,"399","Huyện Hoằng Hóa",26
284,"400","Huyện Hậu Lộc",26
285,"401","Huyện Nga Sơn",26
286,"402","Huyện Như Xuân",26
287,"403","Huyện Như Thanh",26
288,"404","Huyện Nông Cống",26
289,"406","Huyện Quảng Xương",26
290,"407","Thị xã Nghi Sơn",26
291,"412","Thành phố Vinh",27
292,"414","Thị xã Thái Hoà",27
293,"415","Huyện Quế Phong",27
294,"416","Huyện Quỳ Châu",27
295,"417","Huyện Kỳ Sơn",27
296,"418","Huyện Tương Dương",27
297,"419","Huyện Nghĩa Đàn",27
298,"420","Huyện Quỳ Hợp",27
299,"421","Huyện Quỳnh Lưu",27
300,"422","Huyện Con Cuông",27
301,"423","Huyện Tân Kỳ",27
302,"424","Huyện Anh Sơn",27
303,"425","Huyện Diễn Châu",27
304,"426","Huyện Yên Thành",27
305,"427","Huyện Đô Lương",27
306,"428","Huyện Thanh Chương",27
307,"429","Huyện Nghi Lộc",27
308,"430","Huyện Nam Đàn",27
309,"431","Huyện Hưng Nguyên",27
310,"432","Thị xã Hoàng Mai",27
311,"436","Thành phố Hà Tĩnh",28
312,"437","Thị xã Hồng Lĩnh",28
313,"439","Huyện Hương Sơn",28
314,"440","Huyện Đức Thọ",28
315,"441","Huyện Vũ Quang",28
316,"442","Huyện Nghi Xuân",28
317,"443","Huyện Can Lộc",28
318,"444","Huyện Hương Khê",28
319,"445","Huyện Thạch Hà",28
320,"446","Huyện Cẩm Xuyên",28
321,"447","Huyện Kỳ Anh",28
322,"449","Thị xã Kỳ Anh",28
